,지역,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유,lat,long
3526,경기도,한일주유소,경기 오산시 원동로   ,현대오일뱅크,031-377-5189,N,0,1686,1826,1840,37.1428592,127.0759898
3527,경기도,오산물류주유소,경기 오산시 오산로,현대오일뱅크,031-375-5189,N,0,1686,1826,0,37.1600137,127.0662696
3528,경기도,대명에너지세교셀프직영점,경기 오산시 경기대로    ,현대오일뱅크,031-377-5188,Y,1975,1689,1835,0,37.1526589,127.0738029
3529,경기도,상봉주유소,경기 오산시 서동로,S-OIL,031-376-5252,Y,0,1694,1845,0,37.1436764,127.0388094
3530,경기도,해솔셀프주유소,경기 오산시 경기대로,현대오일뱅크,031-374-5155,Y,0,1695,1844,0,37.1526589,127.0738029
3531,경기도,하하하주유소,경기 오산시  경기대로    ,현대오일뱅크,031-377-3388,Y,0,1697,1839,0,37.1526589,127.0738029
3532,경기도,두꺼비주유소,경기 오산시 독산성로,GS칼텍스,031-372-0035,Y,0,1698,1859,1600,37.1879038,127.0409003
3533,경기도,SK에너지(주)북오산Self주유소,경기 오산시 문시로,SK에너지,031-377-1127,Y,1929,1699,1869,0,37.1896953,127.0518103
3534,경기도,SK에너지(주)운암뜰주유소,경기 오산시 경기대로    ,SK에너지,031-374-2209,N,0,1699,1849,1649,37.1526589,127.0738029
3535,경기도,현대오일뱅크㈜직영 오산세교셀프주유소,경기 오산시 경기대로    ,현대오일뱅크,031-372-5151,Y,2093,1703,1868,0,37.1526589,127.0738029
3536,경기도,현대오일뱅크㈜직영 서동탄셀프주유소,경기 오산시 문시로    ,현대오일뱅크,031-372-5120,Y,1944,1704,1869,0,37.1896953,127.0518103
3537,경기도,대복제2주유소,경기 오산시 남부대로    ,현대오일뱅크,031-665-5171,Y,0,1705,1815,0,37.1345426,127.0419449
3538,경기도,(주)원창경성주유소,경기 오산시 경기대로   ,S-OIL,031-376-3705,Y,0,1715,1898,0,37.1526589,127.0738029
3539,경기도,KH에너지㈜직영 오산(과천방향)주유소,경기 오산시 수도권제 순환고속도로,SK에너지,031-378-5258,N,0,1718,1842,0,0,0
3540,경기도,KH에너지㈜직영 오산(동탄방향)주유소,경기 오산시 수도권제 순환고속도로,SK에너지,031-375-5157,N,0,1718,1842,0,0,0
3541,경기도,동산주유소,경기 오산시 오산천로    ,S-OIL,031-378-8695,N,0,1729,1869,1600,0,0
3542,경기도,오산제일주유소,경기 오산시 원동로   ,SK에너지,031-376-0090,Y,0,1759,1889,0,37.1428592,127.0759898
3543,경기도,기룡주유소,경기 오산시 동부대로    ,SK에너지,031-374-8800,Y,1997,1765,1897,0,37.1566984,127.0821175
3544,경기도,오산태양주유소,경기 오산시 동부대로,GS칼텍스,031-373-5145,Y,1988,1768,1928,0,37.1566984,127.0821175
3545,경기도,온새미주유소,경기 오산시 남부대로    ,GS칼텍스,031-668-3024,N,0,1859,1959,0,37.1345426,127.0419449
3546,경기도,GS참존주유소,경기 오산시 발안로     ,GS칼텍스,031-372-0108,N,0,1960,2055,1695,37.1414565,127.0472738
3547,경기도,서창산업(주) 용인(강릉방향)주유소/충전소,경기 용인시 처인구 양지면 주북로  번길,알뜰(ex),031-332-3221,Y,0,1653,1779,0,0,0
3548,경기도,서창산업㈜죽전(상)주유소,경기 용인시 수지구 용구대로    번길   ,알뜰(ex),031-262-4601,Y,0,1653,1779,0,0,0
3549,경기도,서창산업(주) 용인(인천방향)주유소/충전소,경기 용인시 처인구 주북로      ,알뜰(ex),031-339-2262,Y,0,1653,1779,0,37.2468254,127.2593949
3550,경기도,이마트구성점주유소,경기 용인시 기흥구 용구대로     ,GS칼텍스,031-281-5145,Y,0,1653,1793,0,37.2357143,127.1106873
3551,경기도,㈜소모에너지 보정셀프주유소,경기 용인시 기흥구 용구대로     ,GS칼텍스,031-261-2677,Y,1883,1653,1793,1750,37.2357143,127.1106873
3552,경기도,㈜한미석유 기흥주유소/충전소,경기 용인시 기흥구 공세로,알뜰(ex),031-286-5185,Y,0,1657,1788,0,37.23862,127.10355
3553,경기도,경동알뜰주유소,경기 용인시 처인구 중부대로     ,알뜰주유소,031-322-0974,Y,0,1658,1788,1600,37.2343808,127.1962711
3554,경기도,아이언맨주유소,경기 용인시 기흥구 신갈로   ,알뜰주유소,031-281-5185,Y,0,1658,1808,1700,37.2789668,127.1058181
3555,경기도,슈퍼맨주유소(주),경기 용인시 처인구 원삼면 죽양대로,알뜰주유소,031-323-5145,Y,0,1659,1814,1700,37.1810515,127.3352529
3556,경기도,용인대주유소,경기 용인시 처인구 이동읍 백자로,현대오일뱅크,031-333-0074,Y,1855,1659,1819,1500,0,0
3557,경기도,오일스타(주)경기남부지점,경기 용인시 처인구 중부대로     ,자가상표,031-338-9989,Y,0,1659,1789,0,37.2343808,127.1962711
3558,경기도,경일석유(주) 도영주유소,경기 용인시 기흥구 용구대로,GS칼텍스,031-283-8232,Y,1873,1659,1809,1700,37.2357143,127.1106873
3559,경기도,채움셀프주유소,경기 용인시 처인구 백옥대로    ,현대오일뱅크,031-337-1566,Y,0,1660,1810,0,37.3068472,127.237604
3560,경기도,지에스칼텍스(주)남동주유소,경기 용인시 처인구 백옥대로    ,GS칼텍스,031-323-5202,N,0,1660,1810,1573,37.3068472,127.237604
3561,경기도,나이스주유소,경기 용인시 처인구 백옥대로,S-OIL,031-323-5189,Y,0,1660,1810,0,37.3068472,127.237604
3562,경기도,(주)삼원에너지,경기 용인시 처인구 백옥대로    ,GS칼텍스,031-334-5189,Y,1865,1660,1810,0,37.3068472,127.237604
3563,경기도,미키주유소,경기 용인시 기흥구  용구대로     번길,알뜰주유소,031-265-8917,Y,0,1663,1803,0,0,0
3564,경기도,㈜자연에너지 신갈주유소,경기 용인시 기흥구 용구대로     ,현대오일뱅크,031-275-5182,Y,1885,1663,1803,0,37.2357143,127.1106873
3565,경기도,한숲시티주유소,경기 용인시 처인구 남사면 처인성로,S-OIL,031-323-6651,N,0,1663,1813,0,0,0
3566,경기도,오션네트웍스(주) 동백지점,경기 용인시 기흥구 석성로    ,SK에너지,031-281-8828,Y,1873,1663,1793,0,37.2862291,127.1658218
3567,경기도,남사농업협동조합,경기도 용인시 처인구 남사면 처인성로   번길,NH-OIL,031-339-1502,Y,0,1664,1807,1590,0,0
3568,경기도,SK선봉대주유소,경기 용인시 처인구 성산로,SK에너지,031-323-5593,Y,0,1665,1825,0,37.2667033,127.1929651
3569,경기도,㈜교촌에너지 강소주유소,경기 용인시 처인구 남사면 경기동로,S-OIL,031-333-0176,Y,0,1665,1865,0,0,0
3570,경기도,남사대로주유소,경기 용인시 처인구 남사읍 용구대로,GS칼텍스,031-322-5159,Y,1865,1665,1815,0,37.1447127,127.1258068
3571,경기도,CJ대한통운㈜ 남사IC주유소,경기 용인시 처인구 남사면 용구대로,S-OIL,031-321-9761,Y,0,1665,1815,0,0,0
3572,경기도,백암셀프주유소,경기 용인시 처인구 백암면 죽양대로,SK에너지,031-337-2066,Y,0,1665,1805,0,37.1700051,127.3681597
3573,경기도,SK에너지㈜직영 기쁨셀프주유소,경기 용인시 기흥구 용구대로    번길   ,SK에너지,031-263-7151,Y,0,1669,1809,0,0,0
3574,경기도,세종주유소,경기 용인시 처인구 이동면 백자로,SK에너지,031-333-0708,N,0,1669,1829,1500,0,0
3575,경기도,현대오일뱅크(주)용덕셀프주유소,경기 용인시 처인구 백옥대로,현대오일뱅크,031-336-2087,Y,1915,1670,1820,1580,37.3068472,127.237604
3576,경기도,(주)에스에이치에너지 신갈현대셀프주유소,경기 용인시 기흥구 신수로,현대오일뱅크,031-285-1026,Y,1940,1672,1819,0,37.2954786,127.0997274
3577,경기도,신무궁화주유소,경기 용인시 기흥구 용구대로    번길   ,현대오일뱅크,031-265-3301,N,0,1673,1838,1750,0,0
3578,경기도,언남신도시주유소,경기 용인시 기흥구 마북로 번길,SK에너지,031-283-7293,Y,1883,1673,1803,0,0,0
3579,경기도,오션네트웍스(주) 용인지점,경기 용인시 기흥구 석성로,SK에너지,031-264-8828,Y,0,1673,1803,0,37.2862291,127.1658218
3580,경기도,(주)삼표에너지 보정동주유소,경기 용인시 기흥구 용구대로    번길    ,GS칼텍스,031-896-7111,Y,1873,1673,1813,0,0,0
3581,경기도,보정꽃길주유소,경기 용인시 기흥구 용구대로    번길,GS칼텍스,031-262-5185,Y,0,1673,1813,0,0,0
3582,경기도,구성그린주유소,경기 용인시 기흥구 용구대로     ,GS칼텍스,031-283-8886,N,0,1673,1833,0,37.2357143,127.1106873
3583,경기도,주식회사 시헌 STAY 365,경기 용인시 처인구 남사읍 처인성로,SK에너지,031-337-3651,Y,1935,1673,1828,1520,37.1142814,127.1533924
3584,경기도,청정에너지주유소,경기 용인시 기흥구 용구대로    번길,S-OIL,031-264-2500,Y,1873,1673,1813,0,0,0
3585,경기도,원삼농협 클린주유소,경기 용인시 처인구 원삼면 죽양대로     번길,NH-OIL,031-339-2056,N,0,1673,1820,1600,0,0
3586,경기도,(주)스마트주유소,경기 용인시 기흥구 동탄기흥로    ,현대오일뱅크,031-274-5174,Y,0,1674,1824,1680,37.2214538,127.0972059
3587,경기도,삼성주유소,경기 용인시 기흥구 동탄기흥로,S-OIL,031-286-3351,Y,0,1674,1824,0,37.2214538,127.0972059
3588,경기도,(주)자연에너지,경기 용인시 기흥구 동탄기흥로    ,SK에너지,031-275-5151,Y,1865,1674,1824,0,37.2214538,127.0972059
3589,경기도,동림셀프주유소,경기 용인시 처인구 양지면 중부대로,S-OIL,031-321-5155,Y,0,1674,1824,0,37.2329518,127.2834617
3590,경기도,그린주유소,경기 용인시 처인구 양지면 죽양대로    번길,S-OIL,031-336-5105,Y,0,1674,1824,0,0,0
3591,경기도,지에스칼텍스㈜직영 에이펙스주유소,경기 용인시 처인구 이동면 남북대로,GS칼텍스,031-321-5550,N,0,1675,1815,0,0,0
3592,경기도,기흥꽃길주유소,경기 용인시 기흥구 용구대로,SK에너지,031-274-5181,Y,0,1675,1815,0,37.2357143,127.1106873
3593,경기도,SK에너지(주) 양지IC주유소,경기 용인시 처인구 양지면 죽양대로,SK에너지,031-338-5106,N,1948,1675,1829,0,37.2209125,127.3141455
3594,경기도,기흥에너지셀프주유소,경기 용인시 기흥구 용구대로     ,GS칼텍스,031-274-5212,Y,1875,1675,1825,0,37.2357143,127.1106873
3595,경기도,동탄행복셀프주유소,경기 용인시 기흥구 용구대로     ,GS칼텍스,031-284-5189,Y,1875,1675,1815,0,37.2357143,127.1106873
3596,경기도,(주)제이엔케이네트웍주유소,경기 용인시 기흥구 어정로   ,현대오일뱅크,031-286-6005,Y,1952,1682,1822,0,37.2754251,127.1427304
3597,경기도,원천주유소,경기 용인시 기흥구 중부대로    ,S-OIL,031-215-5189,Y,0,1683,1824,0,37.2676173,127.0728663
3598,경기도,동백주유소,경기 용인시 기흥구 언동로    ,S-OIL,031-275-5105,Y,0,1683,1823,0,37.2900639,127.1339697
3599,경기도,서일석유(주)용인서일주유소,경기 용인시 기흥구 신수로,GS칼텍스,031-281-5189,Y,1883,1683,1823,0,37.2954786,127.0997274
3600,경기도,삼미상사(주) 삼성단지주유소,경기 용인시 기흥구 중부대로    ,SK에너지,031-214-5195,N,0,1683,1824,1700,37.2676173,127.0728663
3601,경기도,포곡농협가득채움주유소,경기 용인시 처인구 포곡읍 석성로,NH-OIL,031-321-5844,Y,0,1683,1813,1500,37.2818199,127.1822256
3602,경기도,서일석유(주)기흥서일 주유소,경기 용인시 기흥구 신수로,GS칼텍스,031-283-5260,Y,1883,1683,1823,0,37.2954786,127.0997274
3603,경기도,동광주유소,경기 용인시 기흥구 중부대로   ,GS칼텍스,031-205-0127,Y,1883,1683,1824,0,37.2676173,127.0728663
3604,경기도,서천신도시주유소,경기 용인시 기흥구 서천로,GS칼텍스,031-205-5188,Y,1900,1684,1845,0,37.2327304,127.0702686
3605,경기도,현대오일뱅크㈜직영 기흥현대셀프주유소,경기 용인시 기흥구 기흥로,현대오일뱅크,031-287-0044,Y,1948,1684,1834,0,37.2871034,127.1102318
3606,경기도,묵리주유소,경기 용인시 처인구 이동면 이원로   번길,현대오일뱅크,031-322-9311,N,0,1685,1830,1600,0,0
3607,경기도,신도시주유소,경기 용인시 기흥구 금화로,SK에너지,031-546-0476,Y,1895,1685,1823,0,0,0
3608,경기도,광교서일주유소,경기 용인시 기흥구 석성로  ,GS칼텍스,031-266-7016,Y,1883,1685,1825,0,37.2862291,127.1658218
3609,경기도,(주)죽전역주유소,경기 용인시 기흥구 진산로    ,SK에너지,031-265-5140,N,2099,1688,1853,1650,37.3220175,127.1021596
3610,경기도,우리주유소,경기 용인시 처인구 중부대로,SK에너지,031-335-9511,Y,0,1689,1845,0,37.2343808,127.1962711
3611,경기도,(주)한결에너지 한결주유소,경기 용인시 처인구 중부대로     ,GS칼텍스,031-337-0599,Y,1865,1689,1845,0,37.2343808,127.1962711
3612,경기도,현대오일뱅크㈜직영 구성신도시주유소,경기 용인시 기흥구 용구대로     ,현대오일뱅크,031-287-0151,N,1857,1689,1864,0,37.2357143,127.1106873
3613,경기도,태영주유소,경기 용인시 기흥구 중부대로    ,현대오일뱅크,031-281-8917,Y,0,1689,1829,0,37.2676173,127.0728663
3614,경기도,(주)지에스이앤알 흥덕주유소,경기 용인시 기흥구 흥덕중앙로,GS칼텍스,031-215-8053,N,1893,1693,1853,0,37.2741775,127.0886138
3615,경기도,현대오일뱅크㈜직영 에버랜드주유소,경기 용인시 처인구 포곡읍 에버랜드로,현대오일뱅크,031-334-8251,N,2049,1694,1854,1575,37.2883737,127.2162094
3616,경기도,원삼그린주유소,경기 용인시 처인구 원삼면 보개원삼로,SK에너지,031-335-5105,Y,0,1694,1834,1600,37.1470565,127.3117327
3617,경기도,알찬주유소,경기 용인시 처인구  중부대로     ,GS칼텍스,031-334-5321,N,0,1694,1844,0,37.2343808,127.1962711
3618,경기도,현대오일뱅크㈜직영 기흥TG셀프주유소,경기 용인시 기흥구 삼성 로,현대오일뱅크,031-285-8733,Y,1944,1694,1855,0,37.2589548,127.0575289
3619,경기도,은화삼주유소,경기 용인시 처인구 이동면 백옥대로,현대오일뱅크,031-339-8395,N,0,1695,1835,1760,0,0
3620,경기도,용인상사,경기 용인시 기흥구 중부대로    ,SK에너지,031-283-1496,N,0,1695,1835,0,37.2676173,127.0728663
3621,경기도,신갈셀프주유소,경기 용인시 기흥구 중부대로    ,GS칼텍스,031-282-5149,Y,0,1695,1855,0,37.2676173,127.0728663
3622,경기도,영덕주유소,경기 용인시 기흥구 중부대로    ,GS칼텍스,031-206-4451,Y,0,1695,1855,0,37.2676173,127.0728663
3623,경기도,지리산석유(주),경기 용인시 기흥구 신수로,SK에너지,031-276-8837,Y,0,1697,1847,0,37.2954786,127.0997274
3624,경기도,계성주유소,경기 용인시 처인구 양지면 남평로,현대오일뱅크,031-335-9285,N,0,1698,1849,1600,37.2331106,127.2860003
3625,경기도,SK에너지(주) 대흥셀프주유소,경기 용인시 기흥구 신수로    ,SK에너지,031-264-5189,Y,0,1698,1868,0,37.2954786,127.0997274
3626,경기도,㈜에버에너지(갈담주유소),경기 용인시 처인구 모현면 백옥대로,알뜰주유소,031-332-5182,Y,0,1698,1824,1550,0,0
3627,경기도,서정주유소,경기 용인시 기흥구 용구대로     ,현대오일뱅크,031-285-5189,Y,0,1698,1825,0,37.2357143,127.1106873
3628,경기도,현대오일뱅크㈜청명현대Self주유소,경기 용인시 기흥구 청명산로  ,현대오일뱅크,031-203-5189,Y,1978,1698,1859,0,37.2600247,127.090305
3629,경기도,언남주유소,경기 용인시 기흥구 구성로    ,S-OIL,031-283-2758,Y,0,1698,1838,0,37.2907983,127.1491694
3630,경기도,남사IC주유소,경기 용인시 처인구 이동면 어진로,현대오일뱅크,031-336-5145,N,0,1698,1848,1600,0,0
3631,경기도,풍덕천Self주유소,경기 용인시 수지구 포은대로    ,SK에너지,031-265-8251,Y,1988,1698,1858,0,37.2990184,127.0638181
3632,경기도,현대오일뱅크㈜직영 죽전현대셀프주유소,경기 용인시 수지구 용구대로     ,현대오일뱅크,031-265-6644,Y,1997,1699,1869,0,37.3273104,127.1087904
3633,경기도,대성주유소,경기 용인시 처인구 남사면 경기동로,SK에너지,031-334-2255,N,0,1699,1898,0,0,0
3634,경기도,(주)남경석유 마북로주유소,경기 용인시 기흥구 마북로    ,SK에너지,031-283-5191,N,1999,1699,1799,0,37.3026184,127.1224789
3635,경기도,신갈현대주유소,경기 용인시 기흥구 신갈로    ,현대오일뱅크,031-281-5188,N,0,1699,1859,1600,37.2789668,127.1058181
3636,경기도,산정주유소,경기 용인시 처인구 모현면 백옥대로,자가상표,031-334-2611,N,0,1700,1835,1550,0,0
3637,경기도,이동농협주유소,경기 용인시 처인구 이동면 백옥대로,NH-OIL,031-336-8272,N,0,1700,1850,1600,0,0
3638,경기도,에이제이에너지(주)직영양지고속주유소,경기 용인시 처인구 양지면 중부대로,현대오일뱅크,031-321-2100,Y,0,1700,1820,1650,37.2329518,127.2834617
3639,경기도,현대오일뱅크㈜직영 기흥셀프주유소,경기 용인시 기흥구 용구대로     ,현대오일뱅크,031-285-9194,Y,2004,1704,1844,0,37.2357143,127.1106873
3640,경기도,산수주유소,경기 용인시 처인구 이동면 경기동로,현대오일뱅크,031-337-1775,N,0,1708,1868,1700,0,0
3641,경기도,대종주유소,경기도 용인시 처인구 양지면 중부대로,현대오일뱅크,031-321-0164,Y,0,1709,1849,0,37.2329518,127.2834617
3642,경기도,현대오일뱅크㈜직영 마평현대셀프주유소,경기 용인시 처인구 중부대로     ,현대오일뱅크,031-338-1423,Y,2022,1712,1850,0,37.2343808,127.1962711
3643,경기도,현대오일뱅크(주)직영 성산주유소,경기 용인시 처인구 중부대로    ,현대오일뱅크,031-334-7465,N,0,1712,1860,1650,37.2343808,127.1962711
3644,경기도,삼우에너지,경기 용인시 기흥구 사은로    ,SK에너지,031-284-7494,Y,0,1713,1843,0,0,0
3645,경기도,현대오일뱅크㈜직영 경기주유소,경기 용인시 기흥구 중부대로,현대오일뱅크,031-283-5189,N,1923,1713,1868,1634,37.2676173,127.0728663
3646,경기도,현대오일뱅크㈜직영 백암주유소,경기 용인시 처인구 백암면 죽양대로,현대오일뱅크,031-321-7225,N,0,1714,1859,1650,37.1700051,127.3681597
3647,경기도,현대오일뱅크(주)직영 양지블루주유소,경기 용인시 처인구 양지면 죽양대로,현대오일뱅크,031-335-9999,N,0,1714,1859,1650,37.2209125,127.3141455
3648,경기도,(주)위굴리 고진역주유소,경기 용인시 처인구 백옥대로     ,S-OIL,031-323-7014,Y,1948,1714,1839,0,37.3068472,127.237604
3649,경기도,지에스칼텍스(주)미성주유소,경기 용인시 처인구 백옥대로     ,GS칼텍스,031-335-6232,Y,1915,1715,1814,1750,37.3068472,127.237604
3650,경기도,백봉주유소,경기 용인시 처인구 백암면 백암로,현대오일뱅크,031-322-5128,N,0,1715,1838,1600,37.1682827,127.3710684
3651,경기도,SK 협진주유소,경기 용인시 처인구 송담로   ,SK에너지,031-336-5533,N,0,1715,1845,1600,37.2270898,127.2109421
3652,경기도,지에스칼텍스㈜ 죽전주유소,경기 용인시 수지구 용구대로     ,GS칼텍스,031-265-4651,Y,1911,1716,1853,0,37.3273104,127.1087904
3653,경기도,송담주유소,경기 용인시 처인구 동부로    ,현대오일뱅크,031-336-6651,N,0,1716,1846,0,37.2298302,127.2144155
3654,경기도,운학주유소,경기 용인시 처인구 동부로    ,알뜰주유소,031-339-0051,N,0,1716,1846,1600,37.2298302,127.2144155
3655,경기도,해야주유소,경기 용인시 처인구 원삼면 동부로,SK에너지,031-332-3942,N,0,1716,1846,1650,37.188966,127.2666106
3656,경기도,삼미상사㈜ 보라self주유소,경기 용인시 기흥구 용구대로     ,SK에너지,031-282-2381,Y,0,1717,1844,0,37.2357143,127.1106873
3657,경기도,(주)옥토끼주유소,경기 용인시 기흥구 용구대로     ,S-OIL,031-283-5185,Y,1957,1717,1829,0,37.2357143,127.1106873
3658,경기도,사과나무주유소,경기 용인시 처인구 포곡읍 백옥대로,S-OIL,031-339-5511,Y,0,1719,1859,0,37.3068472,127.237604
3659,경기도,세동석유(주)청명IC주유소,경기 용인시 기흥구 기곡로,SK에너지,031-693-5189,Y,0,1719,1859,0,37.2493279,127.0969964
3660,경기도,호광주유소,경기 용인시 처인구 포곡읍 포곡로,SK에너지,031-332-7771,N,0,1719,1859,1500,37.2638753,127.2118611
3661,경기도,광양주유소,경기 용인시 처인구 백암면 죽양대로,GS칼텍스,031-333-5145,Y,0,1719,1859,1600,37.1700051,127.3681597
3662,경기도,삼미상사(주)한양주유소,경기 용인시 기흥구 중부대로    ,SK에너지,031-283-6060,Y,0,1722,1845,0,37.2676173,127.0728663
3663,경기도,알래스카주유소,경기 용인시 처인구 포곡읍 백옥대로,S-OIL,031-321-5115,Y,0,1723,1853,0,37.3068472,127.237604
3664,경기도,현대오일뱅크㈜직영 용인IC셀프주유소,경기 용인시 처인구 백옥대로,현대오일뱅크,031-322-6051,Y,1945,1725,1854,0,37.3068472,127.237604
3665,경기도,수지주유소,경기 용인시 수지구 수지로,GS칼텍스,031-266-0039,Y,1997,1725,1869,1700,37.3124268,127.0787946
3666,경기도,용인에너지프라자,경기 용인시 처인구 양지면 중부대로,S-OIL,070-4254-5189,Y,0,1725,1819,0,37.2329518,127.2834617
3667,경기도,동화주유소,경기 용인시 기흥구 중부대로    ,S-OIL,031-284-5575,Y,0,1725,1845,0,37.2676173,127.0728663
3668,경기도,대명에너지 광교셀프직영점,경기 용인시 수지구 포은대로   ,현대오일뱅크,031-263-5188,Y,1998,1725,1865,1700,37.2990184,127.0638181
3669,경기도,만남주유소,경기 용인시 처인구 모현면 백옥대로,SK에너지,031-332-7108,Y,2015,1725,1849,1600,0,0
3670,경기도,현대오일뱅크㈜직영 수지현대셀프주유소,경기 용인시 수지구 포은대로   ,현대오일뱅크,031-261-1374,Y,2032,1725,1869,0,37.2990184,127.0638181
3671,경기도,SK에너지(주) 기흥셀프주유소,경기 용인시 기흥구 중부대로    ,SK에너지,031-283-2120,Y,1898,1726,1809,0,37.2676173,127.0728663
3672,경기도,동일주유소,경기 용인시 처인구 양지면 중부대로,SK에너지,031-336-6482,N,0,1728,1849,0,37.2329518,127.2834617
3673,경기도,양지하이웨이주유소,경기 용인시 처인구 양지면 중부대로,GS칼텍스,031-333-3777,N,0,1728,1858,1700,37.2329518,127.2834617
3674,경기도,(주)진미선산업 더마니주유소,경기 용인시 처인구 중부대로     ,현대오일뱅크,031-323-1960,N,0,1729,1859,0,37.2343808,127.1962711
3675,경기도,송전휴게소주유소/충전소,경기 용인시 처인구 이동면 남북대로,SK에너지,031-335-4194,Y,0,1729,1898,1650,0,0
3676,경기도,대원주유소,경기 용인시 처인구 백옥대로     ,SK에너지,031-337-0761,N,0,1729,1849,1600,37.3068472,127.237604
3677,경기도,용인IC주유소,경기 용인시 처인구 백옥대로     ,GS칼텍스,031-333-4000,Y,0,1729,1899,1600,37.3068472,127.237604
3678,경기도,(주)경원네트웍스 경원주유소,경기 용인시 처인구 양지면 중부대로,GS칼텍스,031-333-0328,N,0,1734,1849,0,37.2329518,127.2834617
3679,경기도,굿모닝주유소,경기 용인시 처인구 모현면 백옥대로,S-OIL,031-333-5590,Y,2012,1735,1865,0,0,0
3680,경기도,진목주유소,경기 용인시 처인구 남사면 천덕산로,SK에너지,031-332-6080,N,0,1735,1895,1600,0,0
3681,경기도,컨트리주유소,경기 용인시 처인구 남사면 경기동로,SK에너지,031-333-5151,N,0,1735,1855,1600,0,0
3682,경기도,진성주유소,경기 용인시 처인구 모현면 백옥대로,SK에너지,031-333-1177,Y,0,1735,1858,1700,0,0
3683,경기도,대경석유(주) 구갈대경주유소,경기 용인시 기흥구 중부대로    ,GS칼텍스,031-275-5116,Y,1994,1736,1827,1690,37.2676173,127.0728663
3684,경기도,대신석유(주)신안주유소,경기 용인시 기흥구 중부대로    ,SK에너지,031-283-6015,Y,0,1737,1857,1530,37.2676173,127.0728663
3685,경기도,천우제일주유소,경기 용인시 처인구 금령로    ,SK에너지,031-321-5149,N,0,1738,1868,1600,37.2348923,127.2023827
3686,경기도,SK에너지(주)엔크린주유소,경기 용인시 수지구  용구대로     ,SK에너지,031-264-6902,N,0,1738,1875,0,37.3273104,127.1087904
3687,경기도,남사원주유소,경기 용인시 처인구 남사면 천덕산로,S-OIL,031-322-5180,Y,0,1739,1894,0,0,0
3688,경기도,에스엠에너지직영 둔전셀프주유소,경기 용인시 처인구 포곡읍 포곡로,현대오일뱅크,031-332-0049,Y,2099,1739,1869,0,37.2638753,127.2118611
3689,경기도,레이크주유소,경기 용인시 처인구 모현면 대지로,자가상표,031-333-1281,N,0,1740,1855,1600,0,0
3690,경기도,동일석유(주)초당주유소, 경기 용인시 기흥구 동백죽전대로      중동,SK에너지,031-693-9771,Y,0,1745,1875,1700,0,0
3691,경기도,금강석유(주)대교주유소,경기 용인시 처인구 모현읍 포은대로,현대오일뱅크,031-334-0443,N,0,1745,1855,0,37.3397541,127.1839969
3692,경기도,만당대경주유소,경기 용인시 수지구 신수로,GS칼텍스,031-896-5151,Y,1996,1746,1894,0,37.3398019,127.1027677
3693,경기도,승원주유소,경기 용인시 처인구 이동면 백옥대로,SK에너지,031-323-5136,N,0,1748,1899,0,0,0
3694,경기도,양지현대주유소,경기 용인시 처인구 양지면 중부대로,현대오일뱅크,031-323-5121,N,0,1748,1878,1590,37.2329518,127.2834617
3695,경기도,(주)소모에너지 수지제일주유소,경기도 용인시 수지구 수지로    ,GS칼텍스,031-264-3636,N,1997,1749,1894,1700,37.3124268,127.0787946
3696,경기도,현대오일뱅크㈜직영 성복현대주유소,경기 용인시 수지구 수지로    ,현대오일뱅크,031-272-6051,N,2027,1749,1879,0,37.3124268,127.0787946
3697,경기도,백암농협주유소,경기 용인시 처인구 백암면 백암로,NH-OIL,031-334-4041,N,0,1750,1850,1600,37.1682827,127.3710684
3698,경기도,강남주유소,경기 용인시 기흥구 중부대로,자가상표,031-287-5144,Y,0,1756,1785,0,37.2676173,127.0728663
3699,경기도,희망주유소,경기 용인시 처인구 포곡읍 백옥대로,SK에너지,031-339-3310,N,0,1757,1858,0,37.3068472,127.237604
3700,경기도,포곡크라주유소,경기 용인시 처인구 포곡읍 포곡로,GS칼텍스,031-323-5175,N,0,1758,1888,1700,37.2638753,127.2118611
3701,경기도,블루랜드주유소,경기 용인시 처인구 포곡읍 마성로,현대오일뱅크,031-336-5199,Y,2149,1759,1899,1700,37.2846402,127.2133084
3702,경기도,(주)왕산주유소,경기 용인시 처인구 모현면 백옥대로    번길,현대오일뱅크,031-339-5205,N,0,1759,1869,1650,0,0
3703,경기도,새봄주유소,경기 용인시 처인구 양지면 주북로,현대오일뱅크,031-334-3956,N,0,1759,1879,1650,37.2468254,127.2593949
3704,경기도,모과나무주유소,경기 용인시 처인구 모현면 포은대로,SK에너지,031-322-7161,N,0,1765,1865,0,0,0
3705,경기도,상하길벗에너지㈜,경기 용인시 기흥구 중부대로,GS칼텍스,031-287-9127,N,0,1767,1883,1710,37.2676173,127.0728663
3706,경기도,(주)만남이엔지 두꺼비주유소,경기 용인시 수지구 고기로,S-OIL,031-262-5503,N,0,1768,1878,1600,37.3426472,127.0975365
3707,경기도,(주)대지산주유소,경기 용인시 수지구 대지로   ,SK에너지,031-896-3390,Y,1998,1768,1938,0,37.3278186,127.1291756
3708,경기도,하갈셀프주유소,경기 용인시 기흥구 덕영대로     ,SK에너지,031-283-2000,Y,0,1768,1898,1700,37.249791,127.0870457
3709,경기도,신화주유소,경기 용인시 기흥구 사은로    ,S-OIL,031-286-5151,N,0,1778,1897,0,0,0
